factor_id,store_id,factor_date,is_holiday,temp_c,rainfall_mm,trend_index,cpi_index,year,week
F000001491,ST0010,2024-10-20,False,29.08,18.0,107.6,108.8,2024,42
F000001492,ST0010,2024-10-27,False,22.33,8.01,99.07,106.9,2024,43
F000001493,ST0010,2024-11-03,False,30.48,15.39,100.3,107.65,2024,44
F000001494,ST0010,2024-11-10,False,23.89,23.17,105.41,109.07,2024,45
F000001495,ST0010,2024-11-17,False,29.01,25.97,106.43,108.79,2024,46
F000001496,ST0010,2024-11-24,False,23.75,20.41,106.56,107.99,2024,47
F000001497,ST0010,2024-12-01,True,23.42,11.49,102.67,107.31,2024,48
F000001498,ST0010,2024-12-08,True,22.37,22.36,103.32,109.53,2024,49
F000001499,ST0010,2024-12-15,False,21.64,9.1,108.36,109.58,2024,50
F000001500,ST0010,2024-12-22,False,22.0,12.49,104.0,108.44,2024,51
F000001501,ST0010,2024-12-29,False,23.07,9.87,105.59,108.98,2024,52
F000001502,ST0010,2025-01-05,False,26.83,9.5,103.3,109.22,2025,1
F000001503,ST0010,2025-01-12,False,20.37,6.74,97.18,110.16,2025,2
F000001504,ST0010,2025-01-19,False,21.59,0.0,103.31,109.29,2025,3
F000001505,ST0010,2025-01-26,False,22.23,16.8,101.26,109.39,2025,4
F000001506,ST0010,2025-02-02,False,22.09,9.58,106.65,108.33,2025,5
F000001507,ST0010,2025-02-09,False,20.96,5.23,102.09,107.45,2025,6
F000001508,ST0010,2025-02-16,True,27.54,12.45,109.57,109.04,2025,7
F000001509,ST0010,2025-02-23,True,27.59,11.77,106.28,111.22,2025,8
F000001510,ST0010,2025-03-02,False,22.23,0.53,101.07,110.09,2025,9
F000001511,ST0010,2025-03-09,False,25.66,8.83,110.46,110.47,2025,10
F000001512,ST0010,2025-03-16,False,25.78,14.01,113.35,112.56,2025,11
F000001513,ST0010,2025-03-23,True,20.91,7.34,101.53,109.21,2025,12
F000001514,ST0010,2025-03-30,False,24.86,8.27,104.38,110.17,2025,13
F000001515,ST0010,2025-04-06,False,28.16,11.48,104.85,111.3,2025,14
F000001516,ST0010,2025-04-13,False,29.66,1.23,102.38,110.07,2025,15
F000001517,ST0010,2025-04-20,False,28.39,16.03,108.9,109.84,2025,16
F000001518,ST0010,2025-04-27,False,27.77,0.36,102.15,111.24,2025,17
F000001519,ST0010,2025-05-04,False,28.05,10.58,93.29,111.83,2025,18
F000001520,ST0010,2025-05-11,False,31.13,11.17,104.56,110.78,2025,19
F000001521,ST0010,2025-05-18,False,30.86,15.15,113.02,112.51,2025,20
F000001522,ST0010,2025-05-25,False,32.94,14.59,100.35,111.6,2025,21
F000001523,ST0010,2025-06-01,False,28.62,7.56,98.72,111.47,2025,22
F000001524,ST0010,2025-06-08,False,29.52,0.0,102.45,110.75,2025,23
F000001525,ST0010,2025-06-15,False,32.95,10.96,105.17,111.76,2025,24
F000001526,ST0010,2025-06-22,False,30.07,23.27,111.68,111.9,2025,25
F000001527,ST0010,2025-06-29,False,31.38,1.47,103.61,111.04,2025,26
F000001528,ST0010,2025-07-06,False,35.18,6.97,106.87,110.49,2025,27
F000001529,ST0010,2025-07-13,False,39.52,6.24,103.17,112.02,2025,28
F000001530,ST0010,2025-07-20,False,31.41,15.09,109.05,112.38,2025,29
F000001531,ST0010,2025-07-27,False,30.93,18.94,96.15,111.87,2025,30
F000001532,ST0010,2025-08-03,False,32.06,13.47,106.4,111.52,2025,31
F000001533,ST0010,2025-08-10,False,35.03,5.76,106.8,111.23,2025,32
F000001534,ST0010,2025-08-17,False,34.72,31.44,104.69,111.98,2025,33
F000001535,ST0010,2025-08-24,False,31.48,14.59,99.6,112.91,2025,34
F000001536,ST0010,2025-08-31,False,32.41,21.5,102.37,112.37,2025,35
F000001537,ST0010,2025-09-07,False,28.61,15.56,96.48,112.69,2025,36
F000001538,ST0010,2025-09-14,False,30.5,13.91,110.61,110.9,2025,37
F000001539,ST0010,2025-09-21,False,28.6,13.63,107.51,111.85,2025,38
F000001540,ST0010,2025-09-28,False,32.0,9.78,116.08,112.72,2025,39
F000001541,ST0010,2025-10-05,False,29.77,29.64,103.82,111.44,2025,40
F000001542,ST0010,2025-10-12,False,27.73,11.96,101.61,113.0,2025,41
F000001543,ST0010,2025-10-19,False,32.67,30.89,112.56,114.32,2025,42
F000001544,ST0010,2025-10-26,False,27.82,11.19,105.69,114.61,2025,43
F000001545,ST0010,2025-11-02,False,29.31,25.49,110.0,113.86,2025,44
F000001546,ST0010,2025-11-09,False,25.05,14.32,107.76,113.43,2025,45
F000001547,ST0010,2025-11-16,False,23.42,20.13,102.0,115.33,2025,46
F000001548,ST0010,2025-11-23,False,29.98,13.54,99.8,113.9,2025,47
F000001549,ST0010,2025-11-30,False,23.5,24.7,108.75,114.44,2025,48
F000001550,ST0010,2025-12-07,True,21.51,16.46,108.17,113.18,2025,49
F000001551,ST0010,2025-12-14,False,19.24,9.73,100.41,113.01,2025,50
F000001552,ST0010,2025-12-21,False,19.72,10.21,110.91,114.32,2025,51
F000001553,ST0010,2025-12-28,False,19.6,0.0,95.11,113.88,2025,52
F000001554,ST0010,2026-01-04,False,19.38,0.0,106.45,114.11,2026,1
F000001555,ST0010,2026-01-11,False,20.68,10.85,110.51,114.4,2026,2
F000001556,ST0010,2026-01-18,False,23.59,21.53,116.79,114.22,2026,3
F000001557,ST0010,2026-01-25,False,20.67,0.36,104.12,114.66,2026,4
F000001558,ST0010,2026-02-01,False,19.03,4.8,107.83,115.59,2026,5
F000001559,ST0010,2026-02-08,True,22.83,0.0,105.58,114.88,2026,6
F000001560,ST0010,2026-02-15,False,16.57,7.47,98.81,114.35,2026,7
F000001561,ST0011,2023-02-26,False,24.51,13.3,101.82,99.89,2023,8
F000001562,ST0011,2023-03-05,False,21.67,13.42,97.07,98.33,2023,9
F000001563,ST0011,2023-03-12,False,25.3,21.7,98.87,98.92,2023,10
F000001564,ST0011,2023-03-19,False,20.03,11.75,95.4,98.96,2023,11
F000001565,ST0011,2023-03-26,True,23.39,2.01,100.66,101.01,2023,12
F000001566,ST0011,2023-04-02,True,27.65,0.0,97.96,99.79,2023,13
F000001567,ST0011,2023-04-09,False,27.25,6.89,105.61,101.25,2023,14
F000001568,ST0011,2023-04-16,False,26.89,11.94,105.73,100.24,2023,15
F000001569,ST0011,2023-04-23,True,26.09,16.12,97.45,100.82,2023,16
F000001570,ST0011,2023-04-30,False,26.0,25.63,94.85,100.73,2023,17
F000001571,ST0011,2023-05-07,False,29.66,6.73,100.45,101.77,2023,18
F000001572,ST0011,2023-05-14,False,25.67,12.08,103.54,100.41,2023,19
F000001573,ST0011,2023-05-21,True,33.76,14.81,106.5,102.05,2023,20
F000001574,ST0011,2023-05-28,False,32.96,10.52,95.52,100.88,2023,21
F000001575,ST0011,2023-06-04,False,30.1,8.13,95.69,101.76,2023,22
F000001576,ST0011,2023-06-11,False,35.62,6.59,92.29,102.21,2023,23
F000001577,ST0011,2023-06-18,False,32.99,5.65,98.77,101.85,2023,24
F000001578,ST0011,2023-06-25,False,34.58,4.61,97.78,101.84,2023,25
F000001579,ST0011,2023-07-02,False,35.09,14.5,107.37,102.3,2023,26
F000001580,ST0011,2023-07-09,False,30.24,6.56,100.11,102.64,2023,27
F000001581,ST0011,2023-07-16,False,33.98,7.42,96.69,100.68,2023,28
F000001582,ST0011,2023-07-23,False,38.38,8.29,92.89,102.38,2023,29
F000001583,ST0011,2023-07-30,False,29.29,12.67,104.24,101.35,2023,30
F000001584,ST0011,2023-08-06,False,35.36,22.36,102.3,101.8,2023,31
F000001585,ST0011,2023-08-13,False,33.04,10.73,91.97,102.82,2023,32
F000001586,ST0011,2023-08-20,False,33.18,16.33,96.13,103.31,2023,33
F000001587,ST0011,2023-08-27,False,27.58,11.88,111.97,102.54,2023,34
F000001588,ST0011,2023-09-03,True,35.89,20.06,99.89,102.38,2023,35
F000001589,ST0011,2023-09-10,False,34.05,19.96,103.65,100.51,2023,36
F000001590,ST0011,2023-09-17,False,30.39,13.59,109.5,102.26,2023,37
F000001591,ST0011,2023-09-24,False,29.43,26.69,93.67,104.59,2023,38
F000001592,ST0011,2023-10-01,False,30.29,7.93,95.63,103.8,2023,39
F000001593,ST0011,2023-10-08,False,32.76,23.63,97.51,101.65,2023,40
F000001594,ST0011,2023-10-15,False,26.51,32.11,102.77,103.18,2023,41
F000001595,ST0011,2023-10-22,False,28.46,25.02,103.96,103.16,2023,42
F000001596,ST0011,2023-10-29,False,27.35,19.13,104.04,104.35,2023,43
F000001597,ST0011,2023-11-05,False,25.42,18.48,105.83,104.15,2023,44
F000001598,ST0011,2023-11-12,False,25.38,20.98,107.01,103.01,2023,45
F000001599,ST0011,2023-11-19,False,22.11,14.74,90.95,102.76,2023,46
F000001600,ST0011,2023-11-26,False,21.52,21.58,107.83,104.98,2023,47
F000001601,ST0011,2023-12-03,False,26.01,11.6,94.31,105.0,2023,48
F000001602,ST0011,2023-12-10,False,20.96,14.07,92.6,103.89,2023,49
F000001603,ST0011,2023-12-17,True,27.16,3.54,106.56,103.88,2023,50
F000001604,ST0011,2023-12-24,False,19.49,13.54,111.78,105.82,2023,51
F000001605,ST0011,2023-12-31,False,21.04,15.48,102.08,104.04,2023,52
F000001606,ST0011,2024-01-07,True,18.21,13.28,98.43,104.73,2024,1
F000001607,ST0011,2024-01-14,False,22.9,1.86,109.65,105.26,2024,2
F000001608,ST0011,2024-01-21,False,26.93,2.27,100.88,103.62,2024,3
F000001609,ST0011,2024-01-28,False,26.01,9.29,99.54,104.58,2024,4
F000001610,ST0011,2024-02-04,False,18.73,8.43,109.45,105.13,2024,5
F000001611,ST0011,2024-02-11,False,21.01,4.63,101.9,104.69,2024,6
F000001612,ST0011,2024-02-18,False,21.94,10.16,101.27,105.3,2024,7
F000001613,ST0011,2024-02-25,False,20.51,3.96,99.67,105.06,2024,8
F000001614,ST0011,2024-03-03,False,25.51,7.82,112.89,106.72,2024,9
F000001615,ST0011,2024-03-10,False,29.21,12.2,110.4,106.26,2024,10
F000001616,ST0011,2024-03-17,False,27.33,6.13,107.39,105.51,2024,11
F000001617,ST0011,2024-03-24,False,28.02,4.58,96.95,106.36,2024,12
F000001618,ST0011,2024-03-31,False,30.56,22.37,102.62,105.56,2024,13
F000001619,ST0011,2024-04-07,False,28.94,5.62,108.13,105.56,2024,14
F000001620,ST0011,2024-04-14,False,26.17,4.64,98.8,105.63,2024,15
F000001621,ST0011,2024-04-21,True,30.13,11.9,111.34,106.96,2024,16
F000001622,ST0011,2024-04-28,False,26.57,7.03,104.94,104.31,2024,17
F000001623,ST0011,2024-05-05,False,25.43,17.78,103.81,105.9,2024,18
F000001624,ST0011,2024-05-12,True,29.23,6.05,103.91,107.67,2024,19
F000001625,ST0011,2024-05-19,False,26.64,15.26,101.43,106.53,2024,20
F000001626,ST0011,2024-05-26,True,27.19,6.06,106.17,107.33,2024,21
F000001627,ST0011,2024-06-02,False,31.55,4.43,103.69,107.08,2024,22
F000001628,ST0011,2024-06-09,False,27.46,6.34,101.59,106.63,2024,23
F000001629,ST0011,2024-06-16,False,36.68,2.59,102.31,106.31,2024,24
F000001630,ST0011,2024-06-23,False,34.66,6.96,105.38,105.42,2024,25
F000001631,ST0011,2024-06-30,False,31.4,23.33,94.36,107.45,2024,26
F000001632,ST0011,2024-07-07,False,35.28,19.39,100.87,104.92,2024,27
F000001633,ST0011,2024-07-14,False,30.93,8.79,101.67,108.54,2024,28
F000001634,ST0011,2024-07-21,False,34.63,12.11,94.21,106.86,2024,29
F000001635,ST0011,2024-07-28,False,36.37,22.09,104.85,107.68,2024,30
F000001636,ST0011,2024-08-04,False,29.97,16.22,91.62,107.99,2024,31
F000001637,ST0011,2024-08-11,False,31.66,15.71,100.41,106.73,2024,32
F000001638,ST0011,2024-08-18,False,28.21,8.34,104.54,106.54,2024,33
F000001639,ST0011,2024-08-25,False,37.74,11.41,94.93,107.06,2024,34
F000001640,ST0011,2024-09-01,False,34.23,24.55,105.53,107.16,2024,35
F000001641,ST0011,2024-09-08,False,35.94,27.49,96.14,106.22,2024,36
F000001642,ST0011,2024-09-15,False,35.82,25.83,110.66,107.22,2024,37
F000001643,ST0011,2024-09-22,False,30.81,29.52,101.85,107.63,2024,38
F000001644,ST0011,2024-09-29,False,28.49,23.18,99.39,109.39,2024,39
F000001645,ST0011,2024-10-06,False,32.33,11.34,108.09,108.34,2024,40
F000001646,ST0011,2024-10-13,False,28.26,23.65,113.5,108.0,2024,41
F000001647,ST0011,2024-10-20,False,32.11,13.68,102.77,106.08,2024,42
F000001648,ST0011,2024-10-27,False,25.14,9.9,111.73,108.36,2024,43
F000001649,ST0011,2024-11-03,False,29.87,18.09,99.98,110.21,2024,44
F000001650,ST0011,2024-11-10,True,25.98,12.46,103.85,109.95,2024,45
F000001651,ST0011,2024-11-17,False,24.54,10.67,103.64,107.79,2024,46
F000001652,ST0011,2024-11-24,False,25.47,16.07,108.22,107.68,2024,47
F000001653,ST0011,2024-12-01,False,28.91,4.06,107.76,107.3,2024,48
F000001654,ST0011,2024-12-08,True,22.56,15.67,103.06,109.44,2024,49
F000001655,ST0011,2024-12-15,False,23.6,5.06,115.4,108.75,2024,50
F000001656,ST0011,2024-12-22,False,30.36,6.43,114.94,109.02,2024,51
F000001657,ST0011,2024-12-29,False,24.06,4.86,102.51,110.44,2024,52
F000001658,ST0011,2025-01-05,True,22.0,9.29,106.74,110.32,2025,1
F000001659,ST0011,2025-01-12,True,23.17,12.51,104.0,108.4,2025,2
F000001660,ST0011,2025-01-19,True,26.16,5.12,118.16,109.18,2025,3
F000001661,ST0011,2025-01-26,False,22.32,3.55,108.75,109.66,2025,4
F000001662,ST0011,2025-02-02,False,26.75,2.19,98.62,110.62,2025,5
F000001663,ST0011,2025-02-09,False,21.46,0.0,105.16,110.0,2025,6
F000001664,ST0011,2025-02-16,False,20.29,11.86,110.1,109.01,2025,7
F000001665,ST0011,2025-02-23,False,23.04,3.12,99.12,111.83,2025,8
F000001666,ST0011,2025-03-02,False,20.89,11.15,116.39,110.03,2025,9
F000001667,ST0011,2025-03-09,False,27.85,10.39,101.97,109.83,2025,10
F000001668,ST0011,2025-03-16,False,27.12,14.13,98.62,110.97,2025,11
F000001669,ST0011,2025-03-23,False,25.57,7.73,109.91,109.56,2025,12
F000001670,ST0011,2025-03-30,False,22.26,6.22,106.38,111.2,2025,13
F000001671,ST0011,2025-04-06,False,31.37,10.41,116.65,110.58,2025,14
F000001672,ST0011,2025-04-13,False,23.53,0.0,99.37,110.95,2025,15
F000001673,ST0011,2025-04-20,False,31.67,15.07,109.13,110.12,2025,16
F000001674,ST0011,2025-04-27,False,27.05,9.91,106.9,110.39,2025,17
F000001675,ST0011,2025-05-04,True,30.25,7.79,99.1,111.5,2025,18
F000001676,ST0011,2025-05-11,False,32.26,19.86,119.42,112.24,2025,19
F000001677,ST0011,2025-05-18,False,30.25,1.32,100.22,111.64,2025,20
F000001678,ST0011,2025-05-25,False,32.56,13.09,96.83,111.53,2025,21
F000001679,ST0011,2025-06-01,True,32.35,9.03,100.55,111.41,2025,22
F000001680,ST0011,2025-06-08,False,33.06,18.21,108.14,111.34,2025,23
F000001681,ST0011,2025-06-15,True,32.79,17.17,107.17,111.85,2025,24
F000001682,ST0011,2025-06-22,False,31.56,17.93,96.47,112.22,2025,25
F000001683,ST0011,2025-06-29,False,36.35,8.79,119.08,111.06,2025,26
F000001684,ST0011,2025-07-06,False,39.26,18.08,104.33,111.1,2025,27
F000001685,ST0011,2025-07-13,False,33.77,13.57,106.75,110.68,2025,28
F000001686,ST0011,2025-07-20,False,34.64,11.31,92.14,111.39,2025,29
F000001687,ST0011,2025-07-27,False,31.11,17.72,103.47,112.08,2025,30
F000001688,ST0011,2025-08-03,False,39.14,25.06,110.89,110.2,2025,31
F000001689,ST0011,2025-08-10,False,37.22,14.34,106.74,112.7,2025,32
F000001690,ST0011,2025-08-17,False,34.97,8.2,106.63,112.79,2025,33
F000001691,ST0011,2025-08-24,False,35.37,15.04,108.3,110.4,2025,34
F000001692,ST0011,2025-08-31,False,35.8,18.68,114.63,112.1,2025,35
F000001693,ST0011,2025-09-07,False,28.09,5.65,108.63,113.07,2025,36
F000001694,ST0011,2025-09-14,False,30.04,29.87,107.6,113.67,2025,37
F000001695,ST0011,2025-09-21,False,28.54,15.88,94.83,114.01,2025,38
F000001696,ST0011,2025-09-28,False,33.62,18.38,100.77,112.14,2025,39
F000001697,ST0011,2025-10-05,False,28.88,20.57,103.3,113.89,2025,40
F000001698,ST0011,2025-10-12,False,27.53,19.99,103.81,113.25,2025,41
F000001699,ST0011,2025-10-19,False,33.65,14.74,108.81,113.17,2025,42
F000001700,ST0011,2025-10-26,False,29.98,13.22,105.67,113.85,2025,43
F000001701,ST0011,2025-11-02,False,32.69,17.77,111.06,112.16,2025,44
F000001702,ST0011,2025-11-09,True,20.19,12.43,104.63,113.92,2025,45
F000001703,ST0011,2025-11-16,False,21.49,18.34,109.62,112.49,2025,46
F000001704,ST0011,2025-11-23,False,22.67,15.35,100.21,114.11,2025,47
F000001705,ST0011,2025-11-30,False,24.51,24.93,101.9,113.55,2025,48
F000001706,ST0011,2025-12-07,False,20.86,24.06,108.99,114.54,2025,49
F000001707,ST0011,2025-12-14,False,19.62,17.81,105.98,113.61,2025,50
F000001708,ST0011,2025-12-21,False,25.76,0.04,107.54,113.15,2025,51
F000001709,ST0011,2025-12-28,True,25.53,14.44,117.61,114.14,2025,52
F000001710,ST0011,2026-01-04,False,23.03,9.12,102.36,115.3,2026,1
F000001711,ST0011,2026-01-11,False,23.86,5.75,105.45,113.53,2026,2
F000001712,ST0011,2026-01-18,False,22.7,8.95,97.97,114.35,2026,3
F000001713,ST0011,2026-01-25,False,25.45,6.64,105.61,114.92,2026,4
F000001714,ST0011,2026-02-01,False,24.7,7.32,110.09,115.86,2026,5
F000001715,ST0011,2026-02-08,False,25.56,23.33,103.1,115.93,2026,6
F000001716,ST0011,2026-02-15,False,20.15,20.75,98.33,114.58,2026,7
F000001717,ST0012,2023-02-26,True,20.04,4.96,94.22,97.91,2023,8
F000001718,ST0012,2023-03-05,False,23.0,4.99,105.35,100.7,2023,9
F000001719,ST0012,2023-03-12,True,21.77,0.0,102.83,101.34,2023,10
F000001720,ST0012,2023-03-19,False,26.47,0.6,104.03,100.23,2023,11
F000001721,ST0012,2023-03-26,False,21.84,5.68,96.4,100.5,2023,12
F000001722,ST0012,2023-04-02,False,21.89,1.88,101.78,99.26,2023,13
F000001723,ST0012,2023-04-09,False,29.71,0.0,94.22,100.26,2023,14
F000001724,ST0012,2023-04-16,False,30.76,0.0,97.75,101.13,2023,15
F000001725,ST0012,2023-04-23,False,26.62,0.0,100.95,100.29,2023,16
F000001726,ST0012,2023-04-30,False,30.73,0.63,102.87,100.03,2023,17
F000001727,ST0012,2023-05-07,False,28.8,9.57,99.56,101.06,2023,18
F000001728,ST0012,2023-05-14,False,32.29,0.0,89.83,101.55,2023,19
F000001729,ST0012,2023-05-21,False,29.34,5.92,102.94,99.74,2023,20
F000001730,ST0012,2023-05-28,False,26.03,3.32,105.31,101.52,2023,21
F000001731,ST0012,2023-06-04,False,30.82,8.95,95.39,101.88,2023,22
F000001732,ST0012,2023-06-11,False,31.6,2.88,97.93,102.32,2023,23
F000001733,ST0012,2023-06-18,False,29.91,4.44,108.7,101.18,2023,24
F000001734,ST0012,2023-06-25,False,35.1,15.84,108.93,102.46,2023,25
F000001735,ST0012,2023-07-02,False,35.39,1.73,99.47,101.82,2023,26
F000001736,ST0012,2023-07-09,False,30.4,16.12,107.19,102.21,2023,27
F000001737,ST0012,2023-07-16,False,31.3,13.68,98.58,102.71,2023,28
F000001738,ST0012,2023-07-23,False,28.37,1.01,93.03,102.17,2023,29
F000001739,ST0012,2023-07-30,False,29.62,9.8,106.3,103.24,2023,30
F000001740,ST0012,2023-08-06,False,30.1,7.2,98.57,102.71,2023,31
F000001741,ST0012,2023-08-13,True,27.86,17.28,106.92,101.58,2023,32
F000001742,ST0012,2023-08-20,False,29.99,12.81,101.38,104.41,2023,33
F000001743,ST0012,2023-08-27,False,30.75,11.04,104.9,103.0,2023,34
F000001744,ST0012,2023-09-03,False,33.09,13.02,92.18,101.35,2023,35
F000001745,ST0012,2023-09-10,False,31.16,16.0,94.33,102.1,2023,36
F000001746,ST0012,2023-09-17,False,28.98,24.13,98.57,101.29,2023,37
F000001747,ST0012,2023-09-24,False,32.25,11.96,100.83,103.55,2023,38
F000001748,ST0012,2023-10-01,False,29.65,5.13,85.68,103.23,2023,39
F000001749,ST0012,2023-10-08,False,24.62,16.82,95.85,102.61,2023,40
F000001750,ST0012,2023-10-15,False,27.47,16.39,103.25,103.11,2023,41
F000001751,ST0012,2023-10-22,True,26.48,19.79,102.21,103.34,2023,42
F000001752,ST0012,2023-10-29,False,20.04,16.05,92.67,104.21,2023,43
F000001753,ST0012,2023-11-05,False,24.44,13.76,96.77,101.96,2023,44
F000001754,ST0012,2023-11-12,False,25.04,8.12,101.14,102.57,2023,45
F000001755,ST0012,2023-11-19,False,25.43,17.04,99.57,104.28,2023,46
F000001756,ST0012,2023-11-26,False,24.62,14.4,98.93,104.13,2023,47
F000001757,ST0012,2023-12-03,True,20.23,6.0,111.5,104.22,2023,48
F000001758,ST0012,2023-12-10,False,29.27,13.5,95.28,103.72,2023,49
F000001759,ST0012,2023-12-17,False,18.78,18.62,109.91,103.0,2023,50
F000001760,ST0012,2023-12-24,False,24.57,8.58,104.67,103.11,2023,51
F000001761,ST0012,2023-12-31,False,17.49,3.26,94.67,104.39,2023,52
F000001762,ST0012,2024-01-07,False,22.37,2.38,95.95,104.45,2024,1
F000001763,ST0012,2024-01-14,False,19.86,1.0,101.8,104.66,2024,2
F000001764,ST0012,2024-01-21,False,15.58,0.19,96.89,105.8,2024,3
F000001765,ST0012,2024-01-28,False,21.98,2.5,99.91,104.38,2024,4
F000001766,ST0012,2024-02-04,False,21.43,6.43,93.13,104.68,2024,5
F000001767,ST0012,2024-02-11,True,20.36,9.51,108.09,104.48,2024,6
F000001768,ST0012,2024-02-18,False,20.21,9.77,99.22,103.09,2024,7
F000001769,ST0012,2024-02-25,False,20.36,13.51,103.35,104.5,2024,8
F000001770,ST0012,2024-03-03,False,25.45,8.85,96.39,105.08,2024,9
F000001771,ST0012,2024-03-10,False,24.76,15.91,102.84,105.79,2024,10
F000001772,ST0012,2024-03-17,False,16.6,0.0,98.3,103.43,2024,11
F000001773,ST0012,2024-03-24,False,25.04,5.3,93.28,104.76,2024,12
F000001774,ST0012,2024-03-31,True,21.87,7.46,103.04,105.76,2024,13
F000001775,ST0012,2024-04-07,False,26.03,10.89,86.77,105.83,2024,14
F000001776,ST0012,2024-04-14,False,21.94,0.0,104.72,103.9,2024,15
F000001777,ST0012,2024-04-21,False,23.95,1.0,95.9,105.99,2024,16
F000001778,ST0012,2024-04-28,False,27.76,0.0,105.2,106.01,2024,17
F000001779,ST0012,2024-05-05,False,22.23,9.76,97.4,105.78,2024,18
F000001780,ST0012,2024-05-12,False,31.72,15.16,100.86,108.15,2024,19
F000001781,ST0012,2024-05-19,False,26.22,5.56,113.97,107.83,2024,20
F000001782,ST0012,2024-05-26,True,31.34,7.71,95.08,106.79,2024,21
F000001783,ST0012,2024-06-02,False,32.2,7.06,108.92,106.79,2024,22
F000001784,ST0012,2024-06-09,False,27.66,12.7,94.37,105.77,2024,23
F000001785,ST0012,2024-06-16,False,33.33,4.37,96.54,106.57,2024,24
F000001786,ST0012,2024-06-23,False,36.79,10.62,100.88,106.97,2024,25
F000001787,ST0012,2024-06-30,False,34.46,2.72,113.55,105.42,2024,26
F000001788,ST0012,2024-07-07,False,31.26,8.76,94.55,106.63,2024,27
F000001789,ST0012,2024-07-14,False,30.24,7.72,107.91,107.47,2024,28
F000001790,ST0012,2024-07-21,False,28.62,5.28,97.84,107.36,2024,29
F000001791,ST0012,2024-07-28,False,32.76,11.48,106.72,106.35,2024,30
F000001792,ST0012,2024-08-04,False,31.98,13.3,105.0,105.97,2024,31
F000001793,ST0012,2024-08-11,False,34.31,5.06,103.48,107.86,2024,32
F000001794,ST0012,2024-08-18,False,35.04,5.72,105.46,108.56,2024,33
F000001795,ST0012,2024-08-25,False,34.45,22.19,104.13,107.19,2024,34
F000001796,ST0012,2024-09-01,False,26.16,10.68,106.64,106.32,2024,35
F000001797,ST0012,2024-09-08,False,30.08,5.28,96.24,107.01,2024,36
F000001798,ST0012,2024-09-15,False,30.12,16.92,106.12,107.15,2024,37
F000001799,ST0012,2024-09-22,False,30.95,23.5,109.35,107.19,2024,38
F000001800,ST0012,2024-09-29,False,25.0,22.77,109.89,109.58,2024,39
F000001801,ST0012,2024-10-06,False,30.36,23.51,104.43,108.32,2024,40
F000001802,ST0012,2024-10-13,False,27.87,30.13,104.1,107.91,2024,41
F000001803,ST0012,2024-10-20,False,28.89,12.27,93.85,108.35,2024,42
F000001804,ST0012,2024-10-27,False,23.0,18.77,100.7,109.27,2024,43
F000001805,ST0012,2024-11-03,False,28.03,9.84,101.23,107.82,2024,44
F000001806,ST0012,2024-11-10,False,24.46,15.4,109.02,108.18,2024,45
F000001807,ST0012,2024-11-17,False,23.11,13.59,109.68,108.71,2024,46
F000001808,ST0012,2024-11-24,False,22.44,13.2,109.95,109.32,2024,47
F000001809,ST0012,2024-12-01,False,24.66,5.85,102.3,109.55,2024,48
F000001810,ST0012,2024-12-08,False,23.24,13.54,104.93,108.49,2024,49
F000001811,ST0012,2024-12-15,False,23.07,11.14,107.58,107.65,2024,50
F000001812,ST0012,2024-12-22,False,23.22,7.66,115.26,106.41,2024,51
F000001813,ST0012,2024-12-29,False,20.03,3.81,107.15,108.87,2024,52
F000001814,ST0012,2025-01-05,True,21.66,7.63,99.91,109.55,2025,1
F000001815,ST0012,2025-01-12,False,19.88,0.0,103.85,106.79,2025,2
F000001816,ST0012,2025-01-19,False,18.53,10.54,101.28,108.08,2025,3
F000001817,ST0012,2025-01-26,False,19.64,17.79,108.7,109.14,2025,4
F000001818,ST0012,2025-02-02,True,19.17,12.62,102.46,109.33,2025,5
F000001819,ST0012,2025-02-09,False,23.05,6.64,107.23,108.45,2025,6
F000001820,ST0012,2025-02-16,False,19.56,3.38,98.39,109.38,2025,7
F000001821,ST0012,2025-02-23,False,21.27,9.9,108.28,109.75,2025,8
F000001822,ST0012,2025-03-02,True,24.06,5.95,95.59,110.35,2025,9
F000001823,ST0012,2025-03-09,False,24.12,6.06,103.27,109.8,2025,10
F000001824,ST0012,2025-03-16,False,22.12,0.0,110.24,110.47,2025,11
F000001825,ST0012,2025-03-23,False,24.7,9.31,103.15,110.75,2025,12
F000001826,ST0012,2025-03-30,False,28.49,9.85,105.16,110.42,2025,13
F000001827,ST0012,2025-04-06,False,26.37,10.49,105.99,111.73,2025,14
F000001828,ST0012,2025-04-13,False,22.28,2.8,100.2,111.58,2025,15
F000001829,ST0012,2025-04-20,False,23.85,5.76,95.36,109.89,2025,16
F000001830,ST0012,2025-04-27,False,31.71,2.75,102.24,110.33,2025,17
F000001831,ST0012,2025-05-04,False,31.18,0.0,107.37,111.19,2025,18
F000001832,ST0012,2025-05-11,True,29.41,0.37,100.75,109.95,2025,19
F000001833,ST0012,2025-05-18,False,23.7,0.0,110.69,110.77,2025,20
F000001834,ST0012,2025-05-25,False,33.4,20.16,106.24,111.43,2025,21
F000001835,ST0012,2025-06-01,False,28.88,0.0,110.2,111.76,2025,22
F000001836,ST0012,2025-06-08,False,32.55,9.21,102.04,110.63,2025,23
F000001837,ST0012,2025-06-15,False,32.22,0.0,103.65,113.08,2025,24
F000001838,ST0012,2025-06-22,False,32.5,1.2,113.44,111.75,2025,25
