customer_id,signup_date,city,state,segment,status
CUST002122,2023-06-18,Mysuru,Karnataka,Health-focused,active
CUST002123,2023-12-17,New Delhi,Delhi,Premium,churned
CUST002124,2023-04-18,Jodhpur,Rajasthan,Value,active
CUST002125,2024-02-19,Jodhpur,Rajasthan,Premium,churned
CUST002126,2023-06-18,Thiruvananthapuram,Kerala,Value,active
CUST002127,2023-06-10,Kota,Rajasthan,Value,active
CUST002128,2023-12-28,Panipat,Haryana,Value,active
CUST002129,2023-11-10,Bhopal,Madhya Pradesh,Value,churned
CUST002130,2024-02-13,Silchar,Assam,Value,active
CUST002131,2023-04-02,Noida,Uttar Pradesh,Value,active
CUST002132,2023-10-17,Howrah,West Bengal,Value,active
CUST002133,2023-10-03,Hyderabad,Telangana,Mainstream,active
CUST002134,2023-07-11,Chandigarh,Punjab,Value,active
CUST002135,2023-03-02,Coimbatore,Tamil Nadu,Mainstream,active
CUST002136,2023-11-03,Faridabad,Haryana,Mainstream,churned
CUST002137,2023-03-06,Varanasi,Uttar Pradesh,Value,active
CUST002138,2023-05-22,Indore,Madhya Pradesh,Mainstream,churned
CUST002139,2023-08-16,Hyderabad,Telangana,Value,active
CUST002140,2023-12-02,Gaya,Bihar,Mainstream,churned
CUST002141,2023-10-18,Kota,Rajasthan,Value,churned
CUST002142,2023-08-15,Nagpur,Maharashtra,Value,active
CUST002143,2023-11-18,Guwahati,Assam,Value,active
CUST002144,2023-06-18,Pune,Maharashtra,Health-focused,active
CUST002145,2023-07-01,Warangal,Telangana,Mainstream,active
CUST002146,2023-04-12,Cuttack,Odisha,Value,churned
CUST002147,2023-07-16,Rajkot,Gujarat,Mainstream,active
CUST002148,2024-02-08,Bhagalpur,Bihar,Value,active
CUST002149,2023-09-27,Faridabad,Haryana,Value,active
CUST002150,2023-12-19,Udaipur,Rajasthan,Value,churned
CUST002151,2023-10-16,Chandigarh,Punjab,Mainstream,active
CUST002152,2023-03-02,Faridabad,Haryana,Value,active
CUST002153,2024-02-09,Silchar,Assam,Value,active
CUST002154,2024-01-11,Nizamabad,Telangana,Health-focused,churned
CUST002155,2023-03-31,Siliguri,West Bengal,Mainstream,active
CUST002156,2023-06-17,Bhopal,Madhya Pradesh,Mainstream,active
CUST002157,2023-08-01,Bhopal,Madhya Pradesh,Value,active
CUST002158,2023-02-26,Nashik,Maharashtra,Value,active
CUST002159,2023-07-21,Mangaluru,Karnataka,Value,active
CUST002160,2023-05-10,Hyderabad,Telangana,Mainstream,churned
CUST002161,2023-04-08,Rajkot,Gujarat,Mainstream,active
CUST002162,2023-08-26,Indore,Madhya Pradesh,Value,active
CUST002163,2023-04-17,Varanasi,Uttar Pradesh,Mainstream,active
CUST002164,2023-05-25,Udaipur,Rajasthan,Mainstream,churned
CUST002165,2023-12-19,Rourkela,Odisha,Premium,active
CUST002166,2023-07-04,Nizamabad,Telangana,Premium,churned
CUST002167,2023-07-30,Warangal,Telangana,Mainstream,active
CUST002168,2024-01-13,Bhopal,Madhya Pradesh,Value,active
CUST002169,2023-10-07,Bhagalpur,Bihar,Value,active
CUST002170,2024-02-16,Dwarka,Delhi,Mainstream,active
CUST002171,2023-10-02,Amritsar,Punjab,Mainstream,active
CUST002172,2023-10-20,Gaya,Bihar,Health-focused,active
CUST002173,2023-09-29,Mumbai,Maharashtra,Health-focused,active
CUST002174,2023-07-30,Coimbatore,Tamil Nadu,Mainstream,churned
CUST002175,2023-12-01,Kanpur,Uttar Pradesh,Value,active
CUST002176,2023-09-15,Bhopal,Madhya Pradesh,Premium,churned
CUST002177,2023-10-20,Warangal,Telangana,Mainstream,active
CUST002178,2023-07-14,Patna,Bihar,Value,active
CUST002179,2023-07-24,Rohini,Delhi,Mainstream,active
CUST002180,2023-03-29,Silchar,Assam,Value,active
CUST002181,2023-11-17,New Delhi,Delhi,Mainstream,active
CUST002182,2023-11-06,Nizamabad,Telangana,Mainstream,active
CUST002183,2024-01-19,Hyderabad,Telangana,Premium,active
CUST002184,2023-03-01,Warangal,Telangana,Mainstream,active
CUST002185,2023-04-25,Silchar,Assam,Mainstream,active
CUST002186,2023-04-28,Chennai,Tamil Nadu,Value,churned
CUST002187,2023-10-26,Dwarka,Delhi,Value,churned
CUST002188,2023-04-29,Nashik,Maharashtra,Value,churned
CUST002189,2023-05-31,Jabalpur,Madhya Pradesh,Mainstream,churned
CUST002190,2024-02-09,Kanpur,Uttar Pradesh,Premium,active
CUST002191,2023-10-05,Bhagalpur,Bihar,Mainstream,active
CUST002192,2023-05-09,Nizamabad,Telangana,Value,churned
CUST002193,2024-02-19,Noida,Uttar Pradesh,Mainstream,active
CUST002194,2023-07-24,Rajkot,Gujarat,Mainstream,active
CUST002195,2023-07-16,Saket,Delhi,Value,active
CUST002196,2023-04-21,Thiruvananthapuram,Kerala,Mainstream,active
CUST002197,2023-05-12,Gaya,Bihar,Premium,active
CUST002198,2023-12-11,Nagpur,Maharashtra,Mainstream,churned
CUST002199,2023-03-15,Kochi,Kerala,Mainstream,active
CUST002200,2023-08-26,Patna,Bihar,Health-focused,active
CUST002201,2023-10-18,Warangal,Telangana,Premium,churned
CUST002202,2023-08-28,Jaipur,Rajasthan,Health-focused,active
CUST002203,2023-11-21,Vadodara,Gujarat,Health-focused,active
CUST002204,2024-01-27,Kozhikode,Kerala,Value,active
CUST002205,2023-12-11,Warangal,Telangana,Mainstream,churned
CUST002206,2023-05-08,Jalandhar,Punjab,Mainstream,churned
CUST002207,2023-04-01,Udaipur,Rajasthan,Health-focused,active
CUST002208,2024-01-02,Dibrugarh,Assam,Health-focused,churned
CUST002209,2023-08-10,Siliguri,West Bengal,Value,active
CUST002210,2023-09-20,Panipat,Haryana,Mainstream,churned
CUST002211,2023-05-18,Chennai,Tamil Nadu,Value,churned
CUST002212,2023-11-08,Lucknow,Uttar Pradesh,Mainstream,churned
CUST002213,2023-06-27,Dibrugarh,Assam,Premium,active
CUST002214,2023-09-10,Dwarka,Delhi,Mainstream,churned
CUST002215,2023-07-04,Bhubaneswar,Odisha,Value,churned
CUST002216,2023-04-04,New Delhi,Delhi,Premium,active
CUST002217,2023-03-13,Gaya,Bihar,Mainstream,churned
CUST002218,2023-10-14,Siliguri,West Bengal,Value,active
CUST002219,2023-12-16,Kochi,Kerala,Health-focused,churned
CUST002220,2023-10-08,Surat,Gujarat,Value,active
CUST002221,2023-05-19,Indore,Madhya Pradesh,Value,active
CUST002222,2023-06-04,Rourkela,Odisha,Premium,active
CUST002223,2024-02-03,Chennai,Tamil Nadu,Mainstream,active
CUST002224,2023-05-08,Dwarka,Delhi,Value,active
CUST002225,2023-12-13,Nagpur,Maharashtra,Premium,active
CUST002226,2024-01-20,Madurai,Tamil Nadu,Value,active
CUST002227,2023-12-15,Guwahati,Assam,Premium,active
CUST002228,2024-01-08,Silchar,Assam,Value,active
CUST002229,2024-01-12,Hyderabad,Telangana,Mainstream,active
CUST002230,2023-05-02,Kochi,Kerala,Mainstream,active
CUST002231,2023-06-24,Bhopal,Madhya Pradesh,Value,churned
CUST002232,2023-07-24,Mangaluru,Karnataka,Value,active
CUST002233,2023-04-01,Kota,Rajasthan,Mainstream,churned
CUST002234,2023-12-17,Siliguri,West Bengal,Value,churned
CUST002235,2023-03-27,Kanpur,Uttar Pradesh,Value,active
CUST002236,2023-07-10,Saket,Delhi,Health-focused,active
CUST002237,2023-07-09,Mumbai,Maharashtra,Value,churned
CUST002238,2023-03-28,Vadodara,Gujarat,Premium,active
CUST002239,2023-08-13,Hyderabad,Telangana,Mainstream,active
CUST002240,2023-12-11,Mysuru,Karnataka,Mainstream,active
CUST002241,2023-09-27,Mangaluru,Karnataka,Health-focused,churned
CUST002242,2023-07-14,Salem,Tamil Nadu,Health-focused,active
CUST002243,2023-11-12,Bengaluru,Karnataka,Value,active
CUST002244,2023-07-31,Kanpur,Uttar Pradesh,Mainstream,churned
CUST002245,2023-03-11,Lucknow,Uttar Pradesh,Health-focused,churned
CUST002246,2023-03-07,Rajkot,Gujarat,Mainstream,active
CUST002247,2023-09-07,Guwahati,Assam,Value,active
CUST002248,2023-12-04,Warangal,Telangana,Mainstream,churned
CUST002249,2024-01-07,Hyderabad,Telangana,Mainstream,active
CUST002250,2023-10-07,Faridabad,Haryana,Value,active
CUST002251,2023-12-24,Mysuru,Karnataka,Value,active
CUST002252,2023-11-27,Pune,Maharashtra,Mainstream,churned
CUST002253,2023-07-03,Bengaluru,Karnataka,Premium,active
CUST002254,2023-10-08,Bengaluru,Karnataka,Value,churned
CUST002255,2023-08-24,Siliguri,West Bengal,Value,churned
CUST002256,2023-09-17,Kanpur,Uttar Pradesh,Value,active
CUST002257,2023-04-06,Silchar,Assam,Value,active
CUST002258,2023-06-11,Madurai,Tamil Nadu,Health-focused,active
CUST002259,2023-08-27,Silchar,Assam,Mainstream,active
CUST002260,2023-09-01,Varanasi,Uttar Pradesh,Mainstream,active
CUST002261,2023-07-12,Indore,Madhya Pradesh,Mainstream,churned
CUST002262,2023-09-24,Chandigarh,Punjab,Value,active
CUST002263,2023-05-07,Dibrugarh,Assam,Value,churned
CUST002264,2023-06-13,Kanpur,Uttar Pradesh,Mainstream,active
CUST002265,2023-05-09,Rohini,Delhi,Mainstream,active
CUST002266,2024-01-24,Mysuru,Karnataka,Mainstream,active
CUST002267,2023-03-15,Patna,Bihar,Value,active
CUST002268,2023-07-29,Udaipur,Rajasthan,Mainstream,active
CUST002269,2024-01-04,Chennai,Tamil Nadu,Value,active
CUST002270,2023-09-09,Thiruvananthapuram,Kerala,Value,active
CUST002271,2023-06-11,Thiruvananthapuram,Kerala,Value,active
CUST002272,2023-11-25,Kochi,Kerala,Mainstream,active
CUST002273,2023-08-23,Mangaluru,Karnataka,Value,active
CUST002274,2023-07-10,Nagpur,Maharashtra,Health-focused,active
CUST002275,2024-01-10,Ahmedabad,Gujarat,Value,churned
CUST002276,2023-03-27,Cuttack,Odisha,Premium,active
CUST002277,2024-02-08,Saket,Delhi,Health-focused,churned
CUST002278,2023-12-13,Jabalpur,Madhya Pradesh,Mainstream,active
CUST002279,2023-10-23,Jodhpur,Rajasthan,Health-focused,active
CUST002280,2023-07-19,Noida,Uttar Pradesh,Health-focused,active
CUST002281,2023-11-30,Jaipur,Rajasthan,Health-focused,active
CUST002282,2023-03-17,Gwalior,Madhya Pradesh,Mainstream,active
CUST002283,2023-07-04,Udaipur,Rajasthan,Value,active
CUST002284,2024-01-30,Mumbai,Maharashtra,Value,active
CUST002285,2023-10-11,Amritsar,Punjab,Premium,active
CUST002286,2023-10-22,Patna,Bihar,Mainstream,active
CUST002287,2023-12-07,Mangaluru,Karnataka,Mainstream,churned
CUST002288,2023-04-07,Rajkot,Gujarat,Value,active
CUST002289,2023-10-09,Udaipur,Rajasthan,Health-focused,active
CUST002290,2023-07-17,Siliguri,West Bengal,Premium,active
CUST002291,2024-01-14,Kota,Rajasthan,Value,active
CUST002292,2024-01-27,Howrah,West Bengal,Premium,active
CUST002293,2023-03-17,Mysuru,Karnataka,Value,active
CUST002294,2023-03-19,Durgapur,West Bengal,Mainstream,active
CUST002295,2023-07-08,Lucknow,Uttar Pradesh,Health-focused,active
CUST002296,2023-08-25,Jaipur,Rajasthan,Mainstream,active
CUST002297,2023-04-06,Mysuru,Karnataka,Value,active
CUST002298,2023-06-27,Patna,Bihar,Mainstream,active
CUST002299,2024-02-09,Vadodara,Gujarat,Mainstream,active
CUST002300,2023-07-20,Bhubaneswar,Odisha,Mainstream,active
CUST002301,2023-08-29,Hyderabad,Telangana,Value,churned
CUST002302,2023-09-05,Jalandhar,Punjab,Premium,active
CUST002303,2023-05-19,Dibrugarh,Assam,Mainstream,active
CUST002304,2023-05-13,Gurugram,Haryana,Value,active
CUST002305,2023-08-05,Mumbai,Maharashtra,Mainstream,churned
CUST002306,2023-12-21,Gurugram,Haryana,Value,active
CUST002307,2024-01-24,Mysuru,Karnataka,Value,active
CUST002308,2023-06-20,Chennai,Tamil Nadu,Health-focused,active
CUST002309,2023-11-23,Rourkela,Odisha,Mainstream,active
CUST002310,2023-11-19,Hubballi,Karnataka,Mainstream,active
CUST002311,2023-12-17,Gaya,Bihar,Value,active
CUST002312,2023-08-30,Indore,Madhya Pradesh,Value,churned
CUST002313,2023-04-26,Varanasi,Uttar Pradesh,Value,active
CUST002314,2023-09-23,Varanasi,Uttar Pradesh,Mainstream,active
CUST002315,2023-11-11,Gurugram,Haryana,Value,churned
CUST002316,2024-01-01,Madurai,Tamil Nadu,Mainstream,active
CUST002317,2023-06-23,Varanasi,Uttar Pradesh,Premium,active
CUST002318,2023-09-22,Nizamabad,Telangana,Value,active
CUST002319,2023-07-22,Nizamabad,Telangana,Value,active
CUST002320,2023-09-23,Amritsar,Punjab,Value,active
CUST002321,2023-12-17,Rourkela,Odisha,Health-focused,churned
CUST002322,2023-06-07,Silchar,Assam,Premium,active
CUST002323,2023-04-28,Durgapur,West Bengal,Value,active
CUST002324,2024-02-25,Cuttack,Odisha,Premium,active
CUST002325,2023-03-15,Silchar,Assam,Value,churned
CUST002326,2023-04-04,Bhubaneswar,Odisha,Mainstream,churned
CUST002327,2023-09-12,Nizamabad,Telangana,Premium,churned
CUST002328,2024-02-17,Cuttack,Odisha,Value,active
CUST002329,2023-08-17,Kanpur,Uttar Pradesh,Value,active
CUST002330,2023-08-26,New Delhi,Delhi,Value,active
CUST002331,2023-10-07,Gaya,Bihar,Mainstream,active
CUST002332,2023-05-30,Jabalpur,Madhya Pradesh,Mainstream,active
CUST002333,2023-12-26,Coimbatore,Tamil Nadu,Premium,active
CUST002334,2023-09-08,Panipat,Haryana,Mainstream,active
CUST002335,2023-12-24,Jalandhar,Punjab,Value,active
CUST002336,2023-11-05,Jaipur,Rajasthan,Value,active
CUST002337,2023-11-21,Chandigarh,Punjab,Mainstream,active
CUST002338,2023-08-08,Cuttack,Odisha,Value,active
CUST002339,2023-06-13,Howrah,West Bengal,Value,active
CUST002340,2024-01-07,Rourkela,Odisha,Value,active
CUST002341,2023-05-21,Chandigarh,Punjab,Value,churned
CUST002342,2023-10-08,Rohini,Delhi,Value,active
CUST002343,2023-07-08,Noida,Uttar Pradesh,Value,active
CUST002344,2023-05-09,Dwarka,Delhi,Mainstream,active
CUST002345,2023-11-13,Dwarka,Delhi,Mainstream,churned
CUST002346,2023-03-18,Kolkata,West Bengal,Mainstream,active
CUST002347,2023-03-11,Ahmedabad,Gujarat,Mainstream,active
CUST002348,2023-12-15,Gurugram,Haryana,Value,active
CUST002349,2023-05-01,Rourkela,Odisha,Mainstream,active
CUST002350,2024-02-22,Gaya,Bihar,Health-focused,active
CUST002351,2023-11-05,Saket,Delhi,Premium,active
CUST002352,2023-07-18,Jaipur,Rajasthan,Premium,churned
CUST002353,2023-06-19,Rohini,Delhi,Premium,active
CUST002354,2023-08-16,Madurai,Tamil Nadu,Value,churned
CUST002355,2023-11-15,Kota,Rajasthan,Mainstream,churned
CUST002356,2023-03-17,Madurai,Tamil Nadu,Premium,active
CUST002357,2023-11-19,Bhubaneswar,Odisha,Health-focused,churned
CUST002358,2024-01-30,Ludhiana,Punjab,Premium,active
CUST002359,2023-12-23,Bengaluru,Karnataka,Value,active
CUST002360,2023-07-11,Kochi,Kerala,Mainstream,active
CUST002361,2023-06-01,Guwahati,Assam,Mainstream,active
CUST002362,2024-01-17,Dibrugarh,Assam,Value,active
CUST002363,2023-04-01,Coimbatore,Tamil Nadu,Value,active
CUST002364,2024-02-24,Silchar,Assam,Mainstream,active
CUST002365,2023-07-10,Kolkata,West Bengal,Mainstream,active
CUST002366,2024-01-18,Kozhikode,Kerala,Mainstream,active
CUST002367,2023-05-29,Faridabad,Haryana,Mainstream,active
CUST002368,2024-02-03,Indore,Madhya Pradesh,Premium,active
CUST002369,2023-09-14,Dibrugarh,Assam,Premium,active
CUST002370,2023-04-16,Panipat,Haryana,Mainstream,churned
CUST002371,2023-07-23,Lucknow,Uttar Pradesh,Health-focused,active
CUST002372,2024-01-31,Cuttack,Odisha,Value,churned
CUST002373,2023-08-08,Bhubaneswar,Odisha,Value,active
CUST002374,2024-02-21,Rohini,Delhi,Mainstream,active
CUST002375,2023-11-03,Warangal,Telangana,Premium,active
CUST002376,2023-07-24,Rourkela,Odisha,Value,active
CUST002377,2023-09-23,Jodhpur,Rajasthan,Premium,active
CUST002378,2023-08-07,Mangaluru,Karnataka,Value,churned
CUST002379,2023-10-01,Cuttack,Odisha,Premium,active
CUST002380,2023-07-13,Thiruvananthapuram,Kerala,Health-focused,churned
CUST002381,2024-01-17,Silchar,Assam,Value,churned
CUST002382,2023-06-19,Mangaluru,Karnataka,Mainstream,churned
CUST002383,2023-04-23,Howrah,West Bengal,Premium,churned
CUST002384,2023-03-08,Ludhiana,Punjab,Mainstream,active
CUST002385,2024-02-21,Nashik,Maharashtra,Value,active
CUST002386,2023-12-06,Amritsar,Punjab,Premium,active
CUST002387,2023-08-30,Chennai,Tamil Nadu,Mainstream,active
CUST002388,2023-09-16,Surat,Gujarat,Premium,active
CUST002389,2023-09-05,Kanpur,Uttar Pradesh,Premium,active
CUST002390,2023-07-03,Jalandhar,Punjab,Value,active
CUST002391,2023-11-22,Mumbai,Maharashtra,Premium,active
CUST002392,2023-03-19,Saket,Delhi,Premium,active
CUST002393,2023-06-23,Siliguri,West Bengal,Value,active
CUST002394,2023-04-30,Lucknow,Uttar Pradesh,Value,active
CUST002395,2023-07-14,Kozhikode,Kerala,Mainstream,churned
CUST002396,2024-02-21,Chennai,Tamil Nadu,Value,active
CUST002397,2023-11-30,Bhubaneswar,Odisha,Value,active
CUST002398,2023-09-14,Hyderabad,Telangana,Mainstream,active
CUST002399,2023-10-01,Vadodara,Gujarat,Premium,active
CUST002400,2023-06-09,Nagpur,Maharashtra,Value,active
CUST002401,2023-12-18,Rohini,Delhi,Health-focused,active
CUST002402,2023-04-14,Dibrugarh,Assam,Value,active
CUST002403,2023-10-31,Varanasi,Uttar Pradesh,Mainstream,active
CUST002404,2023-11-07,Indore,Madhya Pradesh,Value,active
CUST002405,2023-04-22,Thiruvananthapuram,Kerala,Premium,active
CUST002406,2023-03-10,Patna,Bihar,Mainstream,active
CUST002407,2023-10-28,Kochi,Kerala,Mainstream,active
CUST002408,2024-01-14,Rohini,Delhi,Value,active
CUST002409,2023-06-12,Chennai,Tamil Nadu,Mainstream,churned
CUST002410,2023-05-09,Silchar,Assam,Value,active
CUST002411,2023-11-20,Kozhikode,Kerala,Premium,active
CUST002412,2023-07-05,Lucknow,Uttar Pradesh,Premium,active
CUST002413,2023-05-14,Cuttack,Odisha,Mainstream,active
CUST002414,2023-12-29,Mangaluru,Karnataka,Mainstream,active
CUST002415,2023-06-13,Bhubaneswar,Odisha,Value,active
CUST002416,2024-01-25,Silchar,Assam,Mainstream,churned
CUST002417,2023-10-31,Kanpur,Uttar Pradesh,Mainstream,active
CUST002418,2023-04-06,Chennai,Tamil Nadu,Mainstream,active
CUST002419,2023-05-19,Kochi,Kerala,Premium,active
CUST002420,2023-04-25,Dwarka,Delhi,Value,active
CUST002421,2024-01-12,Hubballi,Karnataka,Mainstream,active
CUST002422,2023-12-03,Guwahati,Assam,Mainstream,active
CUST002423,2023-04-27,Cuttack,Odisha,Value,churned
CUST002424,2024-02-07,Cuttack,Odisha,Mainstream,active
CUST002425,2023-09-04,Udaipur,Rajasthan,Mainstream,active
CUST002426,2024-02-11,Howrah,West Bengal,Value,churned
CUST002427,2023-07-04,Vadodara,Gujarat,Mainstream,active
CUST002428,2023-08-14,Dibrugarh,Assam,Value,churned
CUST002429,2023-10-26,Hyderabad,Telangana,Mainstream,active
CUST002430,2023-05-13,Nagpur,Maharashtra,Mainstream,churned
CUST002431,2023-02-28,Guwahati,Assam,Health-focused,active
CUST002432,2023-04-15,Indore,Madhya Pradesh,Value,churned
CUST002433,2024-01-11,Gaya,Bihar,Value,churned
CUST002434,2023-08-24,Bhagalpur,Bihar,Value,active
CUST002435,2023-06-04,Kanpur,Uttar Pradesh,Mainstream,churned
CUST002436,2023-10-02,Udaipur,Rajasthan,Premium,active
CUST002437,2023-09-20,Gwalior,Madhya Pradesh,Mainstream,active
CUST002438,2023-05-15,Jodhpur,Rajasthan,Value,active
CUST002439,2023-07-10,Dwarka,Delhi,Value,active
CUST002440,2023-12-23,Dwarka,Delhi,Premium,active
CUST002441,2023-12-26,Thiruvananthapuram,Kerala,Mainstream,active
CUST002442,2023-02-27,Kota,Rajasthan,Value,active
CUST002443,2024-01-06,Noida,Uttar Pradesh,Value,churned
CUST002444,2023-02-26,Hyderabad,Telangana,Value,churned
CUST002445,2023-03-24,Chandigarh,Punjab,Premium,active
CUST002446,2023-10-01,Nizamabad,Telangana,Premium,active
CUST002447,2023-04-27,Dibrugarh,Assam,Value,active
CUST002448,2023-09-11,Varanasi,Uttar Pradesh,Value,active
CUST002449,2023-11-20,Dibrugarh,Assam,Value,active
CUST002450,2023-06-15,Chandigarh,Punjab,Premium,active
CUST002451,2023-10-07,Siliguri,West Bengal,Mainstream,active
CUST002452,2023-07-04,Gaya,Bihar,Mainstream,churned
CUST002453,2023-05-28,Saket,Delhi,Mainstream,active
CUST002454,2024-02-04,Nagpur,Maharashtra,Premium,active
CUST002455,2024-01-07,Panipat,Haryana,Mainstream,active
CUST002456,2023-03-03,Rajkot,Gujarat,Value,active
CUST002457,2023-06-05,Rajkot,Gujarat,Value,active
CUST002458,2023-09-02,Nagpur,Maharashtra,Value,active
CUST002459,2023-03-15,Jaipur,Rajasthan,Mainstream,active
CUST002460,2024-02-17,Kota,Rajasthan,Value,active
CUST002461,2023-12-15,Udaipur,Rajasthan,Mainstream,churned
CUST002462,2024-01-15,Nashik,Maharashtra,Health-focused,churned
CUST002463,2024-01-23,Gaya,Bihar,Value,active
CUST002464,2024-01-05,New Delhi,Delhi,Value,active
CUST002465,2023-05-04,Nizamabad,Telangana,Mainstream,active
CUST002466,2023-04-28,Salem,Tamil Nadu,Premium,active
CUST002467,2023-03-29,Hubballi,Karnataka,Mainstream,active
CUST002468,2023-07-18,Chandigarh,Punjab,Premium,active
CUST002469,2024-02-05,Ahmedabad,Gujarat,Value,active
CUST002470,2023-12-23,Ludhiana,Punjab,Health-focused,active
CUST002471,2024-02-01,Panipat,Haryana,Value,active
CUST002472,2024-02-03,Thiruvananthapuram,Kerala,Premium,churned
CUST002473,2023-11-09,Bengaluru,Karnataka,Value,churned
CUST002474,2023-05-25,Nizamabad,Telangana,Value,churned
CUST002475,2023-06-07,Patna,Bihar,Value,active
CUST002476,2023-02-27,Bhubaneswar,Odisha,Mainstream,churned
CUST002477,2023-04-27,Gwalior,Madhya Pradesh,Mainstream,active
CUST002478,2024-02-17,Jalandhar,Punjab,Mainstream,churned
CUST002479,2023-04-13,Salem,Tamil Nadu,Value,active
CUST002480,2023-12-25,Kolkata,West Bengal,Value,churned
CUST002481,2023-06-17,Pune,Maharashtra,Premium,active
CUST002482,2023-07-02,Faridabad,Haryana,Value,churned
CUST002483,2023-05-04,Indore,Madhya Pradesh,Mainstream,churned
CUST002484,2023-07-22,Bhopal,Madhya Pradesh,Value,active
CUST002485,2023-08-06,Siliguri,West Bengal,Value,active
CUST002486,2023-07-15,Bhubaneswar,Odisha,Premium,churned
CUST002487,2023-07-08,Surat,Gujarat,Health-focused,active
CUST002488,2023-08-26,Gaya,Bihar,Value,churned
CUST002489,2023-11-20,Faridabad,Haryana,Premium,active
CUST002490,2023-05-24,Bhagalpur,Bihar,Mainstream,active
CUST002491,2023-12-14,Hubballi,Karnataka,Value,active
CUST002492,2024-02-10,Rajkot,Gujarat,Value,active
CUST002493,2023-11-10,Indore,Madhya Pradesh,Value,churned
CUST002494,2023-06-13,Jaipur,Rajasthan,Mainstream,active
CUST002495,2023-03-14,Jodhpur,Rajasthan,Mainstream,active
CUST002496,2023-10-23,Dwarka,Delhi,Mainstream,active
CUST002497,2024-01-29,Amritsar,Punjab,Mainstream,active
CUST002498,2024-01-14,Mangaluru,Karnataka,Mainstream,churned
CUST002499,2023-10-27,Gurugram,Haryana,Value,churned
CUST002500,2023-04-18,Amritsar,Punjab,Mainstream,active
CUST002501,2023-10-23,Siliguri,West Bengal,Value,churned
CUST002502,2024-01-07,Kolkata,West Bengal,Mainstream,churned
CUST002503,2023-10-06,Bhagalpur,Bihar,Mainstream,active
CUST002504,2023-07-05,Thiruvananthapuram,Kerala,Premium,churned
CUST002505,2024-02-08,Panipat,Haryana,Value,active
CUST002506,2023-06-25,Thiruvananthapuram,Kerala,Value,active
CUST002507,2023-07-13,Saket,Delhi,Mainstream,churned
CUST002508,2023-11-15,Kozhikode,Kerala,Value,active
CUST002509,2024-02-18,Siliguri,West Bengal,Premium,churned
CUST002510,2023-08-15,Surat,Gujarat,Value,churned
CUST002511,2023-05-09,Bengaluru,Karnataka,Value,active
CUST002512,2023-10-19,Faridabad,Haryana,Value,churned
CUST002513,2023-05-25,Pune,Maharashtra,Value,active
CUST002514,2023-06-26,Gwalior,Madhya Pradesh,Value,active
CUST002515,2023-07-01,Rajkot,Gujarat,Value,active
CUST002516,2023-09-05,Nizamabad,Telangana,Mainstream,churned
CUST002517,2023-04-18,Nashik,Maharashtra,Value,active
CUST002518,2024-02-18,Silchar,Assam,Mainstream,active
CUST002519,2023-10-21,Rajkot,Gujarat,Mainstream,active
CUST002520,2023-08-07,Lucknow,Uttar Pradesh,Value,churned
CUST002521,2023-07-20,Warangal,Telangana,Premium,active
CUST002522,2023-04-03,Rourkela,Odisha,Value,active
CUST002523,2023-12-23,Faridabad,Haryana,Mainstream,active
CUST002524,2023-05-28,Pune,Maharashtra,Premium,active
CUST002525,2023-11-09,Kanpur,Uttar Pradesh,Value,churned
CUST002526,2024-01-22,Nashik,Maharashtra,Health-focused,active
CUST002527,2023-03-20,Noida,Uttar Pradesh,Mainstream,active
CUST002528,2023-08-18,Vadodara,Gujarat,Mainstream,churned
CUST002529,2023-05-14,Kozhikode,Kerala,Value,active
CUST002530,2023-10-30,Gwalior,Madhya Pradesh,Value,churned
CUST002531,2023-09-29,Mangaluru,Karnataka,Health-focused,active
CUST002532,2023-11-17,Howrah,West Bengal,Value,churned
CUST002533,2023-08-22,Saket,Delhi,Premium,active
CUST002534,2023-03-04,Saket,Delhi,Premium,active
CUST002535,2023-11-12,Siliguri,West Bengal,Value,churned
CUST002536,2023-11-01,Kozhikode,Kerala,Mainstream,churned
CUST002537,2023-07-31,Thiruvananthapuram,Kerala,Premium,churned
CUST002538,2023-04-26,Cuttack,Odisha,Mainstream,active
CUST002539,2023-10-26,Bhagalpur,Bihar,Value,churned
CUST002540,2023-05-28,Amritsar,Punjab,Value,churned
CUST002541,2024-02-06,Rourkela,Odisha,Premium,active
CUST002542,2024-02-23,Coimbatore,Tamil Nadu,Value,churned
CUST002543,2024-01-06,Jodhpur,Rajasthan,Mainstream,churned
CUST002544,2023-07-20,Gaya,Bihar,Value,active
CUST002545,2023-10-19,Bengaluru,Karnataka,Premium,active
CUST002546,2024-02-12,Gurugram,Haryana,Premium,active
CUST002547,2024-02-06,Faridabad,Haryana,Mainstream,active
CUST002548,2023-05-28,Bhopal,Madhya Pradesh,Mainstream,active
CUST002549,2023-10-12,Gwalior,Madhya Pradesh,Mainstream,active
CUST002550,2023-12-28,Amritsar,Punjab,Mainstream,active
CUST002551,2023-11-25,Rohini,Delhi,Mainstream,active
CUST002552,2023-11-26,Kochi,Kerala,Value,active
CUST002553,2024-01-16,Dwarka,Delhi,Mainstream,churned
CUST002554,2023-08-21,Dibrugarh,Assam,Premium,churned
CUST002555,2023-11-21,Bhagalpur,Bihar,Mainstream,active
CUST002556,2023-09-04,Patna,Bihar,Value,churned
CUST002557,2024-01-18,Mysuru,Karnataka,Mainstream,active
